"Year","Month","Day","Latitude","Longitude","Measurement","Unit","Density.Range","Density.Class"
"2007","07","12",33.09,-156.27,0.00266,"pieces/m3","0.0005-0.005","Low"
"2010","11","01",19.24,-156.55,0,"pieces/m3","0-0.0005","Very Low"
"2004","11","02",19.62,-146.5,0.00216,"pieces/m3","0.0005-0.005","Low"
"2007","03","04",19.51,-144.23,0,"pieces/m3","0-0.0005","Very Low"
"2012","06","21",24.21,-149.32,0,"pieces/m3","0-0.0005","Very Low"
"2010","10","27",20.35,-154.67,0,"pieces/m3","0-0.0005","Very Low"
"2009","12","22",19.24,-156.55,0,"pieces/m3","0-0.0005","Very Low"
"2008","05","16",23.52,-141.63,0,"pieces/m3","0-0.0005","Very Low"
"2012","10","19",24.59,-143.47,0.432716,"pieces/m3","0.005-1","Medium"
"2003","11","07",24.37,-147.78,0,"pieces/m3","0-0.0005","Very Low"
"2011","02","26",24.37,-147.78,0.892728,"pieces/m3","0.005-1","Medium"
"2011","04","27",33.1,-149.63,0.00216,"pieces/m3","0.0005-0.005","Low"
"2006","12","03",33.09,-156.27,0.00266,"pieces/m3","0.0005-0.005","Low"
"2003","12","26",33.08,-147.02,0,"pieces/m3","0-0.0005","Very Low"
"2003","04","28",19.23,-155,0.116632,"pieces/m3","0.005-1","Medium"
"2003","10","23",33.08,-147.02,0,"pieces/m3","0-0.0005","Very Low"
"2004","03","02",24.37,-147.78,0,"pieces/m3","0-0.0005","Very Low"
"2006","12","23",26.6,-142.77,0,"pieces/m3","0-0.0005","Very Low"
"2008","01","23",22.0984,-160.9692,0.29312,"pieces/m3","0.005-1","Medium"
"2007","02","19",24.21,-149.32,0,"pieces/m3","0-0.0005","Very Low"
"2009","05","24",22.99,-148.78,0,"pieces/m3","0-0.0005","Very Low"
"2012","04","26",33.35,-150.87,0.034888,"pieces/m3","0.005-1","Medium"
"2008","01","31",32.2592,-167.992,1.674866,"pieces/m3","1-10","High"
"2007","02","28",23.52,-141.63,0,"pieces/m3","0-0.0005","Very Low"
"2004","10","28",22.11,-141.71,0,"pieces/m3","0-0.0005","Very Low"
"2004","10","22",24.37,-147.78,0.892728,"pieces/m3","0.005-1","Medium"
"2012","10","14",32.37,-146.51,0.044236,"pieces/m3","0.005-1","Medium"
"2011","02","09",31.54,-143.82,0,"pieces/m3","0-0.0005","Very Low"
"2009","10","30",25.94,-146.58,0.326132,"pieces/m3","0.005-1","Medium"
"2007","08","31",26.14,-143.12,0,"pieces/m3","0-0.0005","Very Low"
"2005","02","20",25.69,-141.14,0,"pieces/m3","0-0.0005","Very Low"
"2005","12","05",24.21,-149.32,0,"pieces/m3","0-0.0005","Very Low"
"2005","07","15",22.11,-141.71,0,"pieces/m3","0-0.0005","Very Low"
"2011","02","22",23.35,-144.31,0,"pieces/m3","0-0.0005","Very Low"
"2009","03","11",15.25,-157.55,0,"pieces/m3","0-0.0005","Very Low"
"2003","11","19",19.62,-146.5,0,"pieces/m3","0-0.0005","Very Low"
"2011","11","02",20.27,-156.47,0,"pieces/m3","0-0.0005","Very Low"
"2009","02","14",25.94,-146.58,0.326132,"pieces/m3","0.005-1","Medium"
"2004","03","30",25.69,-141.14,0.0162,"pieces/m3","0.005-1","Medium"
"2011","10","08",31.54,-143.82,0,"pieces/m3","0-0.0005","Very Low"
"2012","10","31",16.36,-159.94,4.340496,"pieces/m3","1-10","High"
"2003","02","13",19.51,-156.49,0.013784,"pieces/m3","0.005-1","Medium"
"2011","04","05",16.13,-162,0.00648,"pieces/m3","0.005-1","Medium"
"2012","10","30",20.27,-156.47,1.304016,"pieces/m3","1-10","High"
"2011","12","15",31.54,-143.82,0,"pieces/m3","0-0.0005","Very Low"
"2004","04","04",21.15,-142.77,0,"pieces/m3","0-0.0005","Very Low"
"2009","10","26",23.35,-144.31,0,"pieces/m3","0-0.0005","Very Low"
"2012","01","01",28.41,-140.21,0,"pieces/m3","0-0.0005","Very Low"
"2009","10","23",27.84,-140.77,0.0024,"pieces/m3","0.0005-0.005","Low"
"2012","07","10",16.36,-159.94,0.005612,"pieces/m3","0.005-1","Medium"
"2010","11","04",16.13,-162,0.00648,"pieces/m3","0.005-1","Medium"
"2008","04","21",22.99,-148.78,0,"pieces/m3","0-0.0005","Very Low"
"2002","04","01",20.24,-157.38,0.030856,"pieces/m3","0.005-1","Medium"
"2012","07","06",20.27,-156.47,0.01854,"pieces/m3","0.005-1","Medium"
"2010","10","12",23.35,-144.31,0,"pieces/m3","0-0.0005","Very Low"
"2012","05","18",28.41,-140.21,0,"pieces/m3","0-0.0005","Very Low"
"2010","10","09",27.84,-140.77,0.0024,"pieces/m3","0.0005-0.005","Low"
"2008","10","17",22.99,-148.78,0,"pieces/m3","0-0.0005","Very Low"
"2005","07","12",25.69,-141.14,0,"pieces/m3","0-0.0005","Very Low"
"2011","02","14",27.84,-140.77,0.0024,"pieces/m3","0.0005-0.005","Low"
"2009","07","12",34.4852,-176.4423,0.967468,"pieces/m3","0.005-1","Medium"
"2012","03","31",16.36,-159.94,0.016196,"pieces/m3","0.005-1","Medium"
"2011","11","17",16.13,-162,0.00648,"pieces/m3","0.005-1","Medium"
"2011","07","15",16.13,-162,0.00648,"pieces/m3","0.005-1","Medium"
"2008","12","29",22.99,-148.78,0,"pieces/m3","0-0.0005","Very Low"
"2003","11","14",21.15,-142.77,0.00216,"pieces/m3","0.0005-0.005","Low"
"2006","06","05",26.14,-143.12,0,"pieces/m3","0-0.0005","Very Low"
"2011","10","12",28.41,-140.21,0,"pieces/m3","0-0.0005","Very Low"
"2011","04","02",16.88,-159.15,0,"pieces/m3","0-0.0005","Very Low"
"2006","02","16",15.94,-162.49,0,"pieces/m3","0-0.0005","Very Low"
"2009","05","27",25.94,-146.58,0.326132,"pieces/m3","0.005-1","Medium"
"2004","10","25",25.69,-141.14,0,"pieces/m3","0-0.0005","Very Low"
"2008","03","04",33.56,-152.27,0,"pieces/m3","0-0.0005","Very Low"
"2012","04","23",33.38,-156.38,0,"pieces/m3","0-0.0005","Very Low"
"2009","09","25",34.6675,-142.0818,3.268969,"pieces/m3","1-10","High"
"2005","12","15",19.8,-143.03,0,"pieces/m3","0-0.0005","Very Low"
"2009","05","11",31.72,-144.77,0,"pieces/m3","0-0.0005","Very Low"
"2011","03","08",22.76,-141.69,0,"pieces/m3","0-0.0005","Very Low"
"2004","08","16",29.37,-139.91,0,"pieces/m3","0-0.0005","Very Low"
"2003","08","19",32.35,-155.1,0,"pieces/m3","0-0.0005","Very Low"
"2008","05","19",18.97,-143.47,0.0108,"pieces/m3","0.005-1","Medium"
"2011","05","11",31.54,-143.82,0,"pieces/m3","0-0.0005","Very Low"
"2012","06","28",22.11,-141.71,0.127552,"pieces/m3","0.005-1","Medium"
"2006","05","14",28.72,-140.03,0,"pieces/m3","0-0.0005","Very Low"
"2004","11","17",20.27,-156.47,0,"pieces/m3","0-0.0005","Very Low"
"2009","06","29",20.35,-154.67,0,"pieces/m3","0-0.0005","Very Low"
"2008","04","17",24.28,-143.99,0.00216,"pieces/m3","0.0005-0.005","Low"
"2012","05","19",27.33,-142.18,0,"pieces/m3","0-0.0005","Very Low"
"2008","11","12",15.25,-157.55,0,"pieces/m3","0-0.0005","Very Low"
"2008","11","05",17.55,-158.31,0.011996,"pieces/m3","0.005-1","Medium"
"2011","10","17",23.65,-149.74,0,"pieces/m3","0-0.0005","Very Low"
"2005","04","18",33.02,-152.9,0,"pieces/m3","0-0.0005","Very Low"
"2005","05","13",33.06,-148.13,0,"pieces/m3","0-0.0005","Very Low"
"2011","07","09",20.6,-154.81,0,"pieces/m3","0-0.0005","Very Low"
"2011","10","20",26.21,-144.53,0.060476,"pieces/m3","0.005-1","Medium"
"2008","06","04",15.25,-157.55,0,"pieces/m3","0-0.0005","Very Low"
"2011","10","28",19.62,-146.5,0.00216,"pieces/m3","0.0005-0.005","Low"
"2005","07","09",24.21,-149.32,0,"pieces/m3","0-0.0005","Very Low"
"2011","10","31",20.6,-154.81,0,"pieces/m3","0-0.0005","Very Low"
"2005","07","06",24.59,-143.47,0.041396,"pieces/m3","0.005-1","Medium"
"2011","06","02",26.21,-144.53,0.060476,"pieces/m3","0.005-1","Medium"
"2012","07","01",19.51,-144.23,0.448132,"pieces/m3","0.005-1","Medium"
"2009","07","04",30.5422,-163.2292,0.40573,"pieces/m3","0.005-1","Medium"
"2005","03","03",20.15,-147.77,0,"pieces/m3","0-0.0005","Very Low"
"2005","12","02",24.59,-143.47,0.041396,"pieces/m3","0.005-1","Medium"
"2008","12","18",28.54,-140.09,0,"pieces/m3","0-0.0005","Very Low"
"2009","07","02",19.24,-156.55,0,"pieces/m3","0-0.0005","Very Low"
"2008","10","23",23.52,-141.63,0,"pieces/m3","0-0.0005","Very Low"
"2012","05","26",23.15,-144.69,0,"pieces/m3","0-0.0005","Very Low"
"2011","12","11",33.35,-150.87,0,"pieces/m3","0-0.0005","Very Low"
"2005","10","30",33.02,-152.9,0,"pieces/m3","0-0.0005","Very Low"
"2006","02","09",18.46,-157.58,0.0108,"pieces/m3","0.005-1","Medium"
"2004","04","20",20.27,-156.47,0,"pieces/m3","0-0.0005","Very Low"
"2009","03","03",20.35,-154.67,0,"pieces/m3","0-0.0005","Very Low"
"2008","03","08",32.84,-147.81,0,"pieces/m3","0-0.0005","Very Low"
"2009","05","30",24.73,-139.58,0,"pieces/m3","0-0.0005","Very Low"
"2005","01","06",29.37,-139.91,0,"pieces/m3","0-0.0005","Very Low"
"2008","02","24",33.26,-156.98,0,"pieces/m3","0-0.0005","Very Low"
"2009","09","18",32.4983,-159.92,1.578948,"pieces/m3","1-10","High"
"2007","11","12",19.6952,-154.3368,0.033238,"pieces/m3","0.005-1","Medium"
"2006","10","24",15.94,-162.49,0,"pieces/m3","0-0.0005","Very Low"
"2005","12","19",19.73,-146.63,0,"pieces/m3","0-0.0005","Very Low"
"2011","03","11",19.24,-143.41,0,"pieces/m3","0-0.0005","Very Low"
"2004","09","16",27.33,-142.18,0.003324,"pieces/m3","0.0005-0.005","Low"
"2008","07","01",33.56,-152.27,0,"pieces/m3","0-0.0005","Very Low"
"2012","10","09",33.38,-156.38,0.016928,"pieces/m3","0.005-1","Medium"
"2004","07","24",33.08,-147.02,0,"pieces/m3","0-0.0005","Very Low"
"2012","02","20",22.11,-141.71,0,"pieces/m3","0-0.0005","Very Low"
"2007","11","28",19.95,-156.16,0,"pieces/m3","0-0.0005","Very Low"
"2002","04","18",19.17,-171.16,0,"pieces/m3","0-0.0005","Very Low"
"2003","11","01",23.65,-149.74,0,"pieces/m3","0-0.0005","Very Low"
"2005","03","05",20.27,-156.47,0,"pieces/m3","0-0.0005","Very Low"
"2008","12","15",31.72,-144.77,0,"pieces/m3","0-0.0005","Very Low"
"1972","04","28",34.983,-137.05,0,"pieces/m3","0-0.0005","Very Low"
"2009","12","02",20.35,-154.67,0,"pieces/m3","0-0.0005","Very Low"
"2010","10","21",22.76,-141.69,0,"pieces/m3","0-0.0005","Very Low"
"2004","01","20",29.37,-139.91,0,"pieces/m3","0-0.0005","Very Low"
"2005","09","05",15.94,-162.49,0,"pieces/m3","0-0.0005","Very Low"
"2008","10","27",18.97,-143.47,0.0108,"pieces/m3","0.005-1","Medium"
"2007","07","14",33.56,-152.27,0,"pieces/m3","0-0.0005","Very Low"
"2011","12","07",33.38,-156.38,0,"pieces/m3","0-0.0005","Very Low"
"2005","11","08",33.06,-148.13,0,"pieces/m3","0-0.0005","Very Low"
"2012","10","25",22.11,-141.71,0.544172,"pieces/m3","0.005-1","Medium"
"2012","02","09",26.21,-144.53,0.060476,"pieces/m3","0.005-1","Medium"
"2006","12","20",28.72,-140.03,0,"pieces/m3","0-0.0005","Very Low"
"2010","12","20",33.47,-151.63,0.00864,"pieces/m3","0.005-1","Medium"
"2010","08","04",33.47,-151.63,0.00864,"pieces/m3","0.005-1","Medium"
"2010","07","17",33.1,-156.49,0,"pieces/m3","0-0.0005","Very Low"
"2003","12","06",16.13,-162,0.01512,"pieces/m3","0.005-1","Medium"
"2009","02","22",18.97,-143.47,0.0108,"pieces/m3","0.005-1","Medium"
"2006","08","21",20.14,-148.94,0,"pieces/m3","0-0.0005","Very Low"
"2011","10","22",24.03,-138.44,0,"pieces/m3","0-0.0005","Very Low"
"2007","03","13",19.95,-156.16,0,"pieces/m3","0-0.0005","Very Low"
"2005","08","20",20.27,-156.47,0,"pieces/m3","0-0.0005","Very Low"
"2009","08","18",33.1,-156.49,0,"pieces/m3","0-0.0005","Very Low"
"2007","03","07",20.14,-148.94,0,"pieces/m3","0-0.0005","Very Low"
"2005","05","21",28.41,-140.21,0,"pieces/m3","0-0.0005","Very Low"
"2009","08","21",33.47,-151.63,0.00864,"pieces/m3","0.005-1","Medium"
"2005","03","10",16.36,-159.94,0.016196,"pieces/m3","0.005-1","Medium"
"2010","10","24",19.24,-143.41,0,"pieces/m3","0-0.0005","Very Low"
"2007","11","25",20.14,-148.94,0,"pieces/m3","0-0.0005","Very Low"
"2003","10","30",25.68,-143.09,0,"pieces/m3","0-0.0005","Very Low"
"2012","06","25",25.69,-141.14,0.042824,"pieces/m3","0.005-1","Medium"
"2008","12","12",32.76,-150.21,0,"pieces/m3","0-0.0005","Very Low"
"2006","05","10",32.37,-146.51,0,"pieces/m3","0-0.0005","Very Low"
"2005","08","21",18.46,-157.58,0.0108,"pieces/m3","0.005-1","Medium"
"2004","04","23",16.13,-162,0,"pieces/m3","0-0.0005","Very Low"
"2008","10","31",19.96,-146.64,0.00216,"pieces/m3","0.0005-0.005","Low"
"2009","06","26",19.43,-145.47,0.00432,"pieces/m3","0.0005-0.005","Low"
"2006","12","13",32.37,-146.51,0,"pieces/m3","0-0.0005","Very Low"
"2007","09","24",32.5488,-146.9627,1.039201,"pieces/m3","1-10","High"
"2006","08","19",19.73,-146.63,0,"pieces/m3","0-0.0005","Very Low"
"2009","03","01",19.43,-145.47,0.00432,"pieces/m3","0.0005-0.005","Low"
"2004","04","13",20.15,-147.77,0,"pieces/m3","0-0.0005","Very Low"
"2007","07","26",28.04,-140.48,0,"pieces/m3","0-0.0005","Very Low"
"2005","01","24",27.33,-142.18,0.003324,"pieces/m3","0.0005-0.005","Low"
"2011","12","16",29.37,-139.91,0,"pieces/m3","0-0.0005","Very Low"
"2009","10","21",28.54,-140.09,0,"pieces/m3","0-0.0005","Very Low"
"2003","10","24",31.54,-143.82,0,"pieces/m3","0-0.0005","Very Low"
"2007","09","27",29.4539,-153.52,0.319302,"pieces/m3","0.005-1","Medium"
"2011","10","13",27.33,-142.18,0.003324,"pieces/m3","0.0005-0.005","Low"
"2005","11","10",32.37,-146.51,0,"pieces/m3","0-0.0005","Very Low"
"2010","06","02",16.88,-159.15,0,"pieces/m3","0-0.0005","Very Low"
"2011","02","23",23.65,-149.74,0,"pieces/m3","0-0.0005","Very Low"
"2006","04","16",33.35,-150.87,0,"pieces/m3","0-0.0005","Very Low"
"2011","04","25",33.47,-151.63,0.00864,"pieces/m3","0.005-1","Medium"
"2006","12","05",33.56,-152.27,0,"pieces/m3","0-0.0005","Very Low"
"2008","05","15",25.35,-141.11,0,"pieces/m3","0-0.0005","Very Low"
"2005","12","07",25.28,-147,2.712124,"pieces/m3","1-10","High"
"2008","05","30",19.95,-156.16,0,"pieces/m3","0-0.0005","Very Low"
"2011","03","13",19.62,-146.5,0.00216,"pieces/m3","0.0005-0.005","Low"
"2005","02","26",19.8,-143.03,0,"pieces/m3","0-0.0005","Very Low"
"2004","12","17",33.38,-156.38,0,"pieces/m3","0-0.0005","Very Low"
"2012","10","13",33.06,-148.13,1.16548,"pieces/m3","1-10","High"
"2008","07","06",31.72,-144.77,0,"pieces/m3","0-0.0005","Very Low"
"2012","07","05",20.6,-154.81,0.04688,"pieces/m3","0.005-1","Medium"
"2009","11","04",22.76,-141.69,0,"pieces/m3","0-0.0005","Very Low"
"2003","12","03",19.24,-156.55,0.01944,"pieces/m3","0.005-1","Medium"
"2010","08","18",33.08,-147.02,0,"pieces/m3","0-0.0005","Very Low"
"2012","04","27",33.06,-148.13,0,"pieces/m3","0-0.0005","Very Low"
"2011","07","06",19.62,-146.5,0.00216,"pieces/m3","0.0005-0.005","Low"
"2004","10","21",23.65,-149.74,0,"pieces/m3","0-0.0005","Very Low"
"2009","06","01",22.76,-141.69,0,"pieces/m3","0-0.0005","Very Low"
"1972","10","12",31.083,-141.233,0.003,"pieces/m3","0.0005-0.005","Low"
"2003","05","13",18.83,-156.55,0,"pieces/m3","0-0.0005","Very Low"
"2004","02","21",23.65,-149.74,0,"pieces/m3","0-0.0005","Very Low"
"2011","05","30",23.65,-149.74,0,"pieces/m3","0-0.0005","Very Low"
"2006","05","23",23.15,-144.69,0,"pieces/m3","0-0.0005","Very Low"
"2004","03","28",26.21,-144.53,0.053996,"pieces/m3","0.005-1","Medium"
"2007","12","04",16.28,-160.37,0,"pieces/m3","0-0.0005","Very Low"
"2007","04","02",15.94,-162.49,0,"pieces/m3","0-0.0005","Very Low"
"2009","12","09",20.61,-155,0,"pieces/m3","0-0.0005","Very Low"
"2003","12","24",33.1,-149.63,0,"pieces/m3","0-0.0005","Very Low"
"2006","12","01",33.26,-156.98,0,"pieces/m3","0-0.0005","Very Low"
"2012","10","20",23.15,-144.69,1.078548,"pieces/m3","1-10","High"
"2003","11","08",26.21,-144.53,0.00216,"pieces/m3","0.0005-0.005","Low"
"2010","10","17",26.05,-141.2,0.00216,"pieces/m3","0.0005-0.005","Low"
"2012","10","26",19.51,-144.23,0.065172,"pieces/m3","0.005-1","Medium"
"2010","10","29",20.61,-155,0,"pieces/m3","0-0.0005","Very Low"
"2007","07","11",33.26,-156.98,0,"pieces/m3","0-0.0005","Very Low"
"2011","02","06",33.08,-147.02,0,"pieces/m3","0-0.0005","Very Low"
"2007","10","27",21.42,-142.07,0,"pieces/m3","0-0.0005","Very Low"
"2004","11","03",20.15,-147.77,0,"pieces/m3","0-0.0005","Very Low"
"2009","11","01",26.05,-141.2,0.00216,"pieces/m3","0.0005-0.005","Low"
"2008","04","05",28.04,-140.48,0,"pieces/m3","0-0.0005","Very Low"
"2012","10","10",33.02,-152.9,0.334328,"pieces/m3","0.005-1","Medium"
"2003","02","15",17.68,-155.1,0.00216,"pieces/m3","0.0005-0.005","Low"
"2012","11","01",15.94,-162.49,0.281108,"pieces/m3","0.005-1","Medium"
"2006","07","16",19.8,-143.03,0,"pieces/m3","0-0.0005","Very Low"
"2005","04","16",33.38,-156.38,0,"pieces/m3","0-0.0005","Very Low"
"2004","04","07",19.24,-143.41,0,"pieces/m3","0-0.0005","Very Low"
"2007","08","08",24.28,-143.99,0.00216,"pieces/m3","0.0005-0.005","Low"
"2009","10","24",25.68,-143.09,0,"pieces/m3","0-0.0005","Very Low"
"2012","01","02",27.33,-142.18,0.003324,"pieces/m3","0.0005-0.005","Low"
"2009","03","09",16.28,-160.37,0,"pieces/m3","0-0.0005","Very Low"
"2011","07","14",16.88,-159.15,0,"pieces/m3","0-0.0005","Very Low"
"2003","11","13",22.76,-141.69,0.01944,"pieces/m3","0.005-1","Medium"
"2003","11","20",20.15,-147.77,0,"pieces/m3","0-0.0005","Very Low"
"2011","10","10",29.37,-139.91,0,"pieces/m3","0-0.0005","Very Low"
"2009","05","16",28.54,-140.09,0,"pieces/m3","0-0.0005","Very Low"
"2003","10","21",33.1,-149.63,0,"pieces/m3","0-0.0005","Very Low"
"2005","07","17",19.8,-143.03,0,"pieces/m3","0-0.0005","Very Low"
"2012","03","04",20.6,-154.81,0,"pieces/m3","0-0.0005","Very Low"
"2009","07","05",32.7388,-165.2378,1.408369,"pieces/m3","1-10","High"
"2008","07","15",24.28,-143.99,0.00216,"pieces/m3","0.0005-0.005","Low"
"2012","10","18",27.33,-142.18,2.896836,"pieces/m3","1-10","High"
"2004","05","24",33.38,-156.38,0,"pieces/m3","0-0.0005","Very Low"
"2010","11","03",16.88,-159.15,0,"pieces/m3","0-0.0005","Very Low"
"2002","04","03",18.01,-156.72,0.010888,"pieces/m3","0.005-1","Medium"
"2010","10","07",28.54,-140.09,0,"pieces/m3","0-0.0005","Very Low"
"2010","10","14",23.65,-149.74,0,"pieces/m3","0-0.0005","Very Low"
"2007","10","18",25.35,-141.11,0,"pieces/m3","0-0.0005","Very Low"
"2008","01","27",30.1206,-165.4097,0.325786,"pieces/m3","0.005-1","Medium"
"2008","01","29",33.0136,-168.1356,0.523041,"pieces/m3","0.005-1","Medium"
"2007","02","23",25.35,-141.11,0,"pieces/m3","0-0.0005","Very Low"
"2004","10","27",24.03,-138.44,0,"pieces/m3","0-0.0005","Very Low"
"2009","05","25",24.52,-148.47,0,"pieces/m3","0-0.0005","Very Low"
"2007","02","20",25.28,-147,2.712124,"pieces/m3","1-10","High"
"2006","06","06",25.35,-141.11,0,"pieces/m3","0-0.0005","Very Low"
"2008","12","27",24.28,-143.99,0.00216,"pieces/m3","0.0005-0.005","Low"
"2008","12","31",24.52,-148.47,0,"pieces/m3","0-0.0005","Very Low"
"2006","05","29",25.28,-147,2.712124,"pieces/m3","1-10","High"
"2003","12","20",33.38,-156.38,0,"pieces/m3","0-0.0005","Very Low"
"2012","03","29",18.46,-157.58,0.0108,"pieces/m3","0.005-1","Medium"
"2005","07","13",24.03,-138.44,0,"pieces/m3","0-0.0005","Very Low"
"2011","02","20",25.68,-143.09,0,"pieces/m3","0-0.0005","Very Low"
"2008","10","18",24.52,-148.47,0,"pieces/m3","0-0.0005","Very Low"
"2008","04","30",24.52,-148.47,0,"pieces/m3","0-0.0005","Very Low"
"2007","08","21",25.28,-147,2.712124,"pieces/m3","1-10","High"
"2012","05","16",29.37,-139.91,0.01836,"pieces/m3","0.005-1","Medium"
"2012","10","15",31.06,-143.46,1.117124,"pieces/m3","1-10","High"
"2012","07","08",18.46,-157.58,0.799436,"pieces/m3","0.005-1","Medium"
"2002","03","20",19.86,-154.98,0.00432,"pieces/m3","0.0005-0.005","Low"
"2005","02","21",24.03,-138.44,0,"pieces/m3","0-0.0005","Very Low"
"2010","10","10",25.68,-143.09,0,"pieces/m3","0-0.0005","Very Low"
"2006","10","19",17.55,-158.31,0.011996,"pieces/m3","0.005-1","Medium"
"2009","10","27",23.65,-149.74,0,"pieces/m3","0-0.0005","Very Low"
"2003","10","19",33.02,-152.9,0,"pieces/m3","0-0.0005","Very Low"
"2008","06","29",33.1,-156.49,0,"pieces/m3","0-0.0005","Very Low"
"2011","07","11",20.27,-156.47,0,"pieces/m3","0-0.0005","Very Low"
"2009","06","30",20.6,-154.81,0,"pieces/m3","0-0.0005","Very Low"
"2008","04","18",23.35,-144.31,0,"pieces/m3","0-0.0005","Very Low"
"2005","02","17",25.28,-147,2.712124,"pieces/m3","1-10","High"
"2012","05","20",26.6,-142.77,0,"pieces/m3","0-0.0005","Very Low"
"2006","02","17",15.25,-157.55,0,"pieces/m3","0-0.0005","Very Low"
"2011","04","02",16.36,-159.94,0.016196,"pieces/m3","0.005-1","Medium"
"2009","05","27",26.21,-144.53,0.060476,"pieces/m3","0.005-1","Medium"
"2008","07","12",27.84,-140.77,0.0024,"pieces/m3","0.0005-0.005","Low"
"2012","10","16",28.72,-140.03,49.267784,"pieces/m3",">=10","Very High"
"2008","03","04",33.47,-151.63,0.00864,"pieces/m3","0.005-1","Medium"
"2012","04","24",33.09,-156.27,0,"pieces/m3","0-0.0005","Very Low"
"2009","11","10",19.62,-146.5,0.00216,"pieces/m3","0.0005-0.005","Low"
"2005","03","03",20.14,-148.94,0,"pieces/m3","0-0.0005","Very Low"
"2004","10","26",25.35,-141.11,0,"pieces/m3","0-0.0005","Very Low"
"2003","10","30",24.59,-143.47,0,"pieces/m3","0-0.0005","Very Low"
"2003","07","08",27.25,-156.77,0,"pieces/m3","0-0.0005","Very Low"
"2006","07","10",23.52,-141.63,0,"pieces/m3","0-0.0005","Very Low"
"2012","06","29",21.42,-142.07,0.214316,"pieces/m3","0.005-1","Medium"
"2009","10","16",33.1,-149.63,0.00216,"pieces/m3","0.0005-0.005","Low"
"2004","12","25",32.37,-146.51,0,"pieces/m3","0-0.0005","Very Low"
"2009","03","08",16.88,-159.15,0,"pieces/m3","0-0.0005","Very Low"
"2011","10","28",19.73,-146.63,0,"pieces/m3","0-0.0005","Very Low"
"2012","02","04",24.21,-149.32,0,"pieces/m3","0-0.0005","Very Low"
"2005","07","06",24.28,-143.99,0.00216,"pieces/m3","0.0005-0.005","Low"
"2005","11","05",33.56,-152.27,0,"pieces/m3","0-0.0005","Very Low"
"2005","10","28",33.26,-156.98,0,"pieces/m3","0-0.0005","Very Low"
"2008","02","02",33.2827,-164.9998,0.222648,"pieces/m3","0.005-1","Medium"
"2009","02","19",22.76,-141.69,0,"pieces/m3","0-0.0005","Very Low"
"2009","06","21",24.4147,-146.6687,0.018409,"pieces/m3","0.005-1","Medium"
"2009","07","04",31.3098,-163.994,3.755847,"pieces/m3","1-10","High"
"2011","12","12",33.06,-148.13,0,"pieces/m3","0-0.0005","Very Low"
"2008","12","15",31.54,-143.82,0,"pieces/m3","0-0.0005","Very Low"
"2005","12","16",18.97,-143.47,0.0108,"pieces/m3","0.005-1","Medium"
"2009","05","13",31.54,-143.82,0,"pieces/m3","0-0.0005","Very Low"
"2008","10","24",22.76,-141.69,0,"pieces/m3","0-0.0005","Very Low"
"2011","10","06",33.06,-148.13,0,"pieces/m3","0-0.0005","Very Low"
"2008","11","09",16.88,-159.15,0,"pieces/m3","0-0.0005","Very Low"
"2012","02","24",19.73,-146.63,0,"pieces/m3","0-0.0005","Very Low"
"2011","10","18",24.21,-149.32,0,"pieces/m3","0-0.0005","Very Low"
"2009","09","25",34.9327,-141.896,0.68775,"pieces/m3","0.005-1","Medium"
"2005","12","03",24.28,-143.99,0.00216,"pieces/m3","0.0005-0.005","Low"
"2005","05","12",33.56,-152.27,0,"pieces/m3","0-0.0005","Very Low"
"2006","10","24",15.25,-157.55,0,"pieces/m3","0-0.0005","Very Low"
"2009","06","27",19.62,-146.5,0.00216,"pieces/m3","0.0005-0.005","Low"
"2012","10","09",33.09,-156.27,0.356852,"pieces/m3","0.005-1","Medium"
"2004","11","04",20.14,-148.94,0,"pieces/m3","0-0.0005","Very Low"
"2008","07","02",33.47,-151.63,0.00864,"pieces/m3","0.005-1","Medium"
"2006","02","10",17.55,-158.31,0.011996,"pieces/m3","0.005-1","Medium"
"2005","03","06",19.95,-156.16,0,"pieces/m3","0-0.0005","Very Low"
"2003","11","02",24.21,-149.32,0.045356,"pieces/m3","0.005-1","Medium"
"2009","12","04",20.6,-154.81,0,"pieces/m3","0-0.0005","Very Low"
"2003","10","27",28.41,-140.21,0,"pieces/m3","0-0.0005","Very Low"
"2008","02","29",33.1,-156.49,0,"pieces/m3","0-0.0005","Very Low"
"2010","10","25",19.62,-146.5,0.00216,"pieces/m3","0.0005-0.005","Low"
"2011","03","11",19.51,-144.23,0,"pieces/m3","0-0.0005","Very Low"
"2008","10","27",19.24,-143.41,0,"pieces/m3","0-0.0005","Very Low"
"2006","12","09",32.76,-150.21,0,"pieces/m3","0-0.0005","Very Low"
"2009","04","27",33.1,-149.63,0.00216,"pieces/m3","0.0005-0.005","Low"
"2011","12","08",33.09,-156.27,0.00266,"pieces/m3","0.0005-0.005","Low"
"2004","08","02",32.37,-146.51,0,"pieces/m3","0-0.0005","Very Low"
"2005","07","20",20.14,-148.94,0,"pieces/m3","0-0.0005","Very Low"
"2012","10","25",21.42,-142.07,0.176404,"pieces/m3","0.005-1","Medium"
"2004","02","16",24.59,-143.47,0,"pieces/m3","0-0.0005","Very Low"
"2011","02","28",25.69,-141.14,0,"pieces/m3","0-0.0005","Very Low"
"2006","12","21",28.54,-140.09,0,"pieces/m3","0-0.0005","Very Low"
